date,title,amount
2025-01-04,99app *99app,4.90
2025-01-04,99app *99app,6.00
2025-01-04,99app *99app,5.50
2025-01-04,99app *99app,5.10
2025-01-04,99app *99app,5.00
2025-01-04,99app *99app,4.80
2025-01-03,Pagamento recebido,-863.53
2025-01-03,99app *99app,7.20
2025-01-03,99app *99app,4.90
2025-01-03,99app *99app,7.70
2025-01-01,99app *99app,5.70
2024-12-31,99app *99app,5.50
2024-12-31,99app *99app,4.90
2024-12-28,99app *99app,6.10
2024-12-28,99app *99app,4.90
2024-12-28,99app *99app,4.90
2024-12-27,99app *99app,4.90
2024-12-27,99app *99app,5.50
2024-12-27,99app *99app,4.80
2024-12-27,99app *99app,4.80
2024-12-24,Ifd*40.823.134 Pedro H,60.74
2024-12-24,Gran Centro Universita,109.89
2024-12-24,99app *99app,5.60
2024-12-24,99app *99app,7.00
2024-12-20,99app *99app,5.80
2024-12-20,99app *99app,7.20
2024-12-20,Mp *Pontodosabor,7.50
2024-12-20,99app *99app,5.70
2024-12-20,99app *99app,7.50
2024-12-19,Irisnei Sousa,5.00
2024-12-19,Irisnei Sousa,3.00
2024-12-19,99app *99app,4.60
2024-12-19,Mp *Pontodosabor,3.80
2024-12-19,Irisnei Sousa,4.00
2024-12-19,99app *99app,8.90
2024-12-19,99app *99app,5.70
2024-12-19,Bar e Mercearia Harmon,10.00
2024-12-19,Irisnei Sousa,5.50
2024-12-18,Mp *Pontodosabor,2.80
2024-12-18,Bar e Mercearia Harmon,10.00
2024-12-18,99app *99app,4.60
2024-12-18,99app *99app,5.70
2024-12-18,Eronlemosxavier,9.00
2024-12-18,Mp *Pontodosabor,6.50
2024-12-17,Bar e Mercearia Harmon,8.00
2024-12-17,Irmaos Mattar Cia,21.78
2024-12-16,Sup Mix Supermercado,16.76
2024-12-15,Sup Mix Supermercado,20.06
2024-12-14,99app *99app,4.80
2024-12-14,99app *99app,4.90
2024-12-13,Ifood *Ifood,34.75
2024-12-13,Eronlemosxavier,3.50
2024-12-13,99app *99app,4.80
2024-12-12,99app *99app,4.80
2024-12-12,Mp *Pontodosabor,5.00
2024-12-12,99app *99app,7.90
2024-12-12,Bar e Mercearia Harmon,5.50
2024-12-11,99app *99app,6.80
2024-12-11,Jorge Alves Leite de,11.58
2024-12-11,Bar e Mercearia Harmon,3.50
2024-12-11,Mp *Pontodosabor,7.50
2024-12-11,Hc Empreendimentos Li,6.50
2024-12-11,Pagamento recebido,-477.57
2024-12-10,99app *99app,4.90
2024-12-10,Supermercado Jurema,6.59
2024-12-10,99app *99app,4.80
2024-12-09,Supermercado Jurema,3.79
2024-12-09,Bar e Mercearia Harmon,13.00
2024-12-09,Bar e Mercearia Harmon,6.00
2024-12-09,Ifood *Ifood,49.49
2024-12-09,Bar e Mercearia Harmon,3.50
2024-12-09,Supermercado Jurema,2.99
2024-12-08,Ifd*Ifood Club,5.95
2024-12-08,Bar e Mercearia Harmon,4.50
2024-12-08,99app *99app,7.20
2024-12-08,Supermercado Jurema,6.48
2024-12-07,Sup Mix Supermercado,3.00
2024-12-07,Bar e Mercearia Harmon,4.50
2024-12-07,99app *99app,7.30
2024-12-07,Gs de Oliveira Mercear,7.50
2024-12-07,99app *99app,4.90
2024-12-07,99app *99app,4.80
2024-12-06,Gs de Oliveira Mercear,6.50
2024-12-06,99app *99app,5.50
2024-12-06,99app *99app,4.90
2024-12-06,Pg *Ton Bar e Mercea,7.00
2024-12-06,Gs de Oliveira Mercear,6.50
2024-12-06,Estacao do Pao Delica,6.50
2024-12-05,99app *99app,7.40
2024-12-05,Gs de Oliveira Mercear,7.50
2024-12-05,99app *99app,5.60
2024-12-05,Avatim Cheiros da Terr - Parcela 2/2,58.00
2024-12-05,Pereira Atakarejo,7.98
2024-12-05,Mp *Pontodosabor,6.50
